,Unnamed: 0.1,subject,object,new_relation
3179,3199,endocytosis,hiv-1 infection,be_related_with
3180,3200,covs,disease,be_related_with
3183,3203,covs,common cold,be_related_with
3190,3211,health,moh,treat
3191,3212,leader trs,template,be_in
3192,3213,cq,b19v,be_related_with
3203,3224,sensitivity,table 1,be_in
3205,3226,nature,coronavirus,transmit
3209,3230,aa223,h5 ha,be_in
3211,3232,wuhan city,infection,be_related_with
3215,3236,pig,peru,be_in
3219,3240,outbreak,disease,be_related_with
3228,3249,chol,chloroform,be_in
3233,3254,infection,aw,be_in
3234,3255,mutation,mhv,transmit
3237,3258,deviation,h,transmit
3238,3259,ubv-cc4,immune suppression,be_related_with
3240,3261,oestriol,high,be_related_with
3241,3262,apoptosis,e. derm,be_in
3245,3266,child,india,be_in
3250,3271,symptom,sars,transmit
3255,3276,neutralizing,sars cov,transmit
3262,3283,coronavirus disease 2019,covid-19,transmit
3264,3285,palivizumab,disease,be_related_with
3266,3287,focus,lung,be_related_with
3270,3291,symptom,ards,be_related_with
3271,3292,rvf,east africa,be_in
3273,3294,research,infectious disease,be_related_with
3277,3298,united kingdom,icu,be_related_with
3278,3299,smith,influenza virus,transmit
3281,3302,control,oligodendroglia,be_related_with
3283,3304,model,pandemic,be_related_with
3298,3319,assay,cpe,be_related_with
3309,3330,woman,illness,be_related_with
3310,3331,u,virus infection,be_related_with
3316,3337,kipyv,respiratory pathogen,be_related_with
3317,3338,symptom,pulmonary edema,be_related_with
3318,3339,inflection,africa,be_in
3332,3353,university hospital,regensburg,be_in
3341,3362,disease control,delhi,be_in
3345,3366,hhv7,blood,be_related_with
3346,3367,p16ink4a,serum,be_in
3356,3377,membrane fusion,sars-cov,transmit
3360,3381,army military medical university,chongqing,be_in
3378,3399,rt-pcr/esi-ms,rsv,transmit
3380,3401,roche applied science,usa,be_in
3389,3410,disease,pacific island,be_in
3396,3417,cd93,autoimmune encephalomyelitis,be_related_with
3404,3425,hpaec,pmn,be_in
3424,3445,data,lower,be_related_with
3435,3456,%,cns lesion,be_related_with
3436,3457,variation,high,be_related_with
3441,3462,niv,ards,be_related_with
3446,3467,target,human,be_in
3450,3471,examination,rhinitis,be_related_with
3452,3473,illness,rhv,be_related_with
3456,3477,hematuria,febrile,be_related_with
3458,3479,%,age,be_related_with
3468,3490,node,association,be_related_with
3470,3492,dec-rvkr-cmk,chikv,transmit
3472,3494,smith,influenza virus,transmit
3473,3495,cost,high,be_related_with
3475,3497,nut,shell,be_in
3478,3501,%,long,be_related_with
3483,3506,cd93,encephalomyelitis,be_related_with
3492,3515,recognition,hanoi,be_in
3503,3526,sf2/asf,daudi,be_in
3510,3533,parasite,infectious agent,be_related_with
3513,3536,patient,age,be_related_with
3523,3546,hhv7,blood,be_related_with
3524,3547,inflection,age,be_related_with
3531,3554,moi,pb,be_in
3532,3555,none,gabhs,be_related_with
3534,3557,cd4,illness,be_related_with
3540,3563,university medical center,new orleans,be_in
3542,3565,s. suis,vietnam,be_in
3543,3566,vaccine,infection,be_related_with
3548,3571,covid-19,covid-19,transmit
3550,3573,association,infection control,be_in
3554,3577,ibv strain,nephritis,be_related_with
3556,3579,first swab,covid-19,transmit
3559,3582,mouse,sars-cov,transmit
3566,3589,gwas,disease,be_related_with
3573,3596,symptom,throat,be_related_with
3574,3597,data,hcovs,be_related_with
3575,3598,insight,public health,be_related_with
3578,3602,brain,lcmv,transmit
3583,3607,protein,cov-19,be_in
3584,3608,incidence,eae,be_related_with
3592,3616,virus,illness,be_related_with
3593,3617,iowa,ia,be_related_with
3607,3631,onset,cognitive impairment,be_related_with
3612,3636,paulo,oncology,be_related_with
3618,3642,sensitivity,high,be_related_with
3619,3643,residue,critical,be_related_with
3620,3644,bat,ghana,be_in
3622,3646,influenza vaccination,china,be_in
3625,3649,data,ng,be_related_with
3633,3657,pneumococcus,pneumonia,be_related_with
3640,3664,farm,diarrhoea,be_related_with
3644,3668,immunology,sydney,be_in
3650,3674,control,pandemic influenza,be_related_with
3666,3690,research,disease,be_related_with
3668,3692,specimen,wu polyomavirus,be_related_with
3669,3693,foot,contagious disease,be_related_with
3684,3708,table 1,∼,be_in
3686,3710,phase 2,public health,be_related_with
3691,3715,diaminobenzidine,pb,be_in
3692,3716,general practitioner,vaccine,be_related_with
3695,3719,time,respiratory pathogen,be_related_with
3697,3721,%,group ii,be_in
3698,3722,serum,mouse,transmit
3708,3732,virus,ari,treat
3710,3734,infection,pneumococcus,be_related_with
3716,3740,serum,liver,be_related_with
3726,3750,discovery,coronavirus,transmit
3733,3757,case,acute encephalitis,be_related_with
3735,3759,category,pyrexia,be_related_with
3738,3762,center,wu polyomavirus,be_related_with
3740,3764,%,fever,be_related_with
3743,3767,farmer,ai,transmit
3746,3770,infection,herpes encephalitis,be_related_with
3755,3779,endocytosis,hiv-1 infection,be_related_with
3756,3780,mutation,16 rrna,be_in
3757,3781,patient,illness,be_related_with
3761,3785,palivizumab,infectious disease,be_related_with
3767,3791,env,covid-19viridae,be_in
3770,3794,infection,mouse,transmit
3772,3796,balb/c mouse,r,transmit
3775,3799,european union,disease,be_related_with
3777,3801,australia,respiratory,transmit
3782,3806,spk,patient,be_in
3783,3807,symptom,respiratory symptom,be_related_with
3784,3808,prevalence,control group,be_in
3785,3809,shenzhen,major,be_related_with
3786,3810,scheme,cov infection,be_related_with
3790,3814,swab,rhinovirus,transmit
3798,3822,rt-pcr,picornavirus,be_related_with
3801,3825,sun yat-sen university,guangzhou,be_in
3807,3831,atypical pneumonia,vietnam,be_in
3808,3832,frameshifting,flavivirus,transmit
3809,3833,stearns,rothman,be_in
3815,3839,cs-b,lower,be_related_with
3817,3841,symptom,wheezing,be_related_with
3818,3842,infection,sars,transmit
3819,3843,cell,hsv-1,transmit
3840,3864,virus,spleen,be_in
3842,3867,participant,sm,be_related_with
3851,3876,cbt,depression,be_related_with
3855,3880,swab,covid-19,transmit
3857,3882,illness,severe,be_related_with
3870,3895,ae.aegypti,fever,be_related_with
3871,3896,model,covid-19,transmit
3873,3898,u,adenovirus,transmit
3874,3899,symptom,sars,transmit
3876,3901,data,age,be_related_with
3878,3903,hupbmcs,weight loss,be_related_with
3886,3911,frameshifting,e.coli,be_in
3887,3912,autophagy,inflammatory disorder,be_related_with
3889,3914,a/h1n1/2009,infection,be_related_with
3902,3927,%,depression,be_related_with
3908,3933,microarray,hrv,be_related_with
3912,3938,sensitivity,lower,be_related_with
3917,3943,cps,major,be_related_with
3919,3945,goudsmit,sars,transmit
3924,3950,middle east respiratory syndrome coronavirus,severe acute respiratory syndrome,be_related_with
3931,3957,u,pandemic,be_related_with
3945,3971,airway,covid-19,transmit
3946,3972,ipd,ontario,be_in
3951,3977,model,sars-cov infection,be_related_with
3953,3979,cps,major,be_related_with
3958,3985,infection,care home,be_in
3964,3991,mrna,arenavirus,transmit
3971,3998,mouse,sars-cov,transmit
3972,3999,respiratory infection,united state,be_in
3975,4002,incidence,eae,be_related_with
3977,4004,g50,sl2,be_in
3980,4007,covid-19 inflection,egypt,be_in
3987,4014,gwas,infectious disease,be_related_with
3998,4025,ppa,lower,be_related_with
4006,4033,mq,infection,be_related_with
4009,4036,world health organization,respiratory illness,be_related_with
4036,4063,h5n1 avian influenza,indonesia,be_in
4040,4067,middle east respiratory syndrome coronavirus,sars,transmit
4043,4070,qol,severe sepsis,be_related_with
4049,4076,infection,disease,be_related_with
4052,4079,pd-l1,sepsis,be_related_with
4057,4084,covid-19 survivor,psychological distress,be_related_with
4060,4087,pandemic,peru,be_in
4061,4088,sanggyepaik hospital,seoul,be_in
4062,4089,u,sars,transmit
4066,4093,infection,influenza virus,transmit
4068,4095,neonatal respiratory failure,uk,be_in
4070,4097,hme-f,ventilator,be_related_with
4076,4103,google flu trend,public health,be_related_with
4078,4105,2009 h1n1 influenza infection,shenyang,be_in
4086,4113,g,dysphagia,be_related_with
4102,4129,data,hrv-c,be_related_with
4110,4137,il-3,medium,be_in
4124,4151,immunology,sydney,be_in
4127,4154,antiviral,infection,be_related_with
4129,4156,cq,anemia,be_related_with
4133,4160,prevalence,control group,be_in
4134,4161,hupbmcs,weight loss,be_related_with
4136,4163,others,adenovirus,transmit
4140,4167,zh,virus infection,be_related_with
4143,4170,patient,alveolus,be_in
4151,4178,delay,hdd,be_related_with
4160,4187,assessment,e. coli,be_in
4170,4197,sirnas,influenza infection,be_related_with
4180,4207,using,asthma,be_related_with
4184,4211,illness,sl,be_related_with
4204,4231,cov-19,oedema,be_related_with
4210,4237,blood,mouse,transmit
4211,4238,foot,contagious,be_related_with
4214,4241,age,infection,be_related_with
4215,4242,person,plasmodium,be_related_with
4220,4247,lassa fever,guinea,be_in
4224,4251,outbreak,u,be_in
4228,4255,qrt-pcr,lu,be_related_with
4239,4266,onset,patient,be_in
4246,4273,outbreak,infection,be_related_with
4253,4280,palivizumab,infectious disease,be_related_with
4255,4282,patient,western africa,be_in
4262,4289,symptom,edema,be_related_with
4267,4294,hcovs,illness,be_related_with
4277,4304,y,virus infection,be_related_with
4281,4308,debris,interstitial pneumonitis,be_related_with
4288,4315,ha,canada,be_in
4294,4321,participant,canada,be_in
4298,4325,protein,hivd,be_related_with
4303,4330,filovirus,fever,be_related_with
4309,4336,andrewes,influenza virus,transmit
4314,4341,model,epidemic,be_related_with
4325,4353,antibiotic therapy,pneumonia,be_related_with
4330,4358,p5,association,be_related_with
4333,4361,air exchange,influenza,transmit
4336,4364,worldwide,hepatitis c virus,transmit
4338,4366,h1n1 strain,h1n1,transmit
4356,4384,balb/c mouse,infection,be_related_with
4362,4390,infection,sars-cov,transmit
4373,4401,patient,icu,be_related_with
4374,4402,blue,boop lesion,be_related_with
4377,4405,antibody,rheumatoid arthritis patient,treat
4378,4406,robert koch institute,berlin,be_in
4390,4418,%,icu,be_related_with
4396,4424,%,respiratory insufficiency,be_related_with
4399,4427,infection,mouse,transmit
4421,4449,type,sars cov,transmit
4430,4458,virus,illness,be_related_with
4431,4459,world health organization,covid-19,transmit
4434,4462,china,disease,be_related_with
4438,4466,influenza vaccination,hct recipient,be_related_with
4450,4478,nhc,covid-19,transmit
4458,4486,protein,hivd,be_related_with
4472,4500,h5n1 avian influenza,indonesia,be_in
4475,4503,tsinghua university,beijing,be_in
4478,4506,outbreak,disease,be_related_with
4486,4514,vitamin k3,inflammation,be_related_with
4497,4525,nature,bat,be_in
4509,4537,ifvs,infection,be_related_with
4513,4541,introduction,infection,be_related_with
4515,4543,lymphosarcoma,cat,transmit
4519,4547,cell,rsv,transmit
4520,4548,illness,hrv,be_related_with
4534,4562,person,age,be_related_with
4536,4564,united state,community,be_related_with
4537,4565,rabies virus,bat,be_in
4538,4566,human,australia,be_in
4540,4568,acute diarrhea,north africa,be_in
4543,4571,serum,hi,transmit
4547,4575,malaria infection,africa,be_in
4549,4577,%,viral infection,be_related_with
4550,4578,spread,plague,be_related_with
4556,4584,enterovirus,illness,be_related_with
4557,4585,complement,inflammation,be_related_with
4559,4587,balb/c mouse,mhv,transmit
4564,4592,frequency,mouse,transmit
4570,4598,huanan seafood wholesale market,wuhan,be_in
4572,4600,swab,covid-19,transmit
4573,4601,palivizumab,disease,be_related_with
4578,4606,covs,cold,be_related_with
4579,4607,ministry,barbados,be_in
4582,4610,ubv-cc4,immune suppression,be_related_with
4597,4625,qbd,ali,be_related_with
4602,4630,bat,china,be_in
4609,4637,infection,fever,be_related_with
4616,4644,symptom,disease,be_related_with
4623,4651,oti,cough,be_related_with
4624,4652,swab,rhinovirus,transmit
4625,4653,clostridium,colitis,be_related_with
4633,4661,pathogen,covid-19,transmit
4634,4662,epitope,iavs,be_related_with
4637,4665,obesity,china,be_in
4640,4668,ministry,sierra leone,be_in
4641,4669,membrane,c,transmit
4646,4674,t20/dp178,hiv-1,transmit
4652,4680,acetylation,p53,be_in
4656,4684,bronchopneumonia,age,be_related_with
4658,4686,palivizumab,disease,be_related_with
4660,4688,national hospital,hanoi,be_in
4661,4689,inflection,new york,be_in
4662,4690,using,asthma,be_related_with
4670,4698,child,q,be_related_with
4671,4699,tbc1d10b,salmonella infection,be_related_with
4674,4702,ward,illness,be_related_with
4675,4703,frameshifting,hcov-229e,be_in
4680,4708,cvb,autoimmunity,be_related_with
4682,4710,roche diagnostics corporation,usa,be_in
4683,4711,middle east respiratory syndrome coronavirus,severe acute respiratory syndrome,be_related_with
4684,4712,symptom,rhinorrhea,be_related_with
4686,4714,bisha,ksa,be_in
4694,4722,patient,icu,be_related_with
4701,4729,abnormality,disease,be_related_with
4704,4732,neutrophil,cat,transmit
4713,4742,morbillivirus,mev,treat
4718,4747,symptom,infection,be_related_with
4728,4757,acute illness,hrv,be_related_with
4747,4776,caution,diabetic,be_related_with
4748,4777,china,france,be_in
4753,4782,wbc,age,be_related_with
4757,4786,symptom,hypoxia,be_related_with
4759,4788,insulin,ham,be_related_with
4760,4789,participant,germany,be_in
4765,4795,env,retroviridae,be_in
4769,4799,qbd,sepsis,be_related_with
4785,4815,u-pa,alveolus,be_in
4791,4821,nrc,usa,be_in
4792,4822,symptom,disease,be_related_with
4793,4823,apoptosis,hsv inflection,be_in
4794,4824,%,sars-cov,transmit
4796,4826,chikungunya virus,illness,be_related_with
4797,4827,influenza b,2005,be_in
4804,4834,2004,h3n2,be_in
4806,4836,recognition,bat,be_in
4807,4837,p2,association,be_related_with
4808,4838,b. bronchiseptica,infection,be_related_with
4815,4845,trypanosomiasis,vector-borne disease,be_related_with
4821,4851,rt-pcr/esi-ms,adenovirus,transmit
4837,4867,virus,india,be_in
4843,4873,zikv,febrile illness,be_related_with
4845,4875,program,emerging disease,be_related_with
4853,4884,q16,critical,be_related_with
4857,4888,american university,washington,be_in
4860,4891,palivizumab,disease,be_related_with
4869,4900,membrane,hepatitis virus infection,be_related_with
4870,4901,hematuria,febrile,be_related_with
4882,4913,sars,beijing,be_in
4883,4914,compound,seasonal influenza,be_related_with
4886,4917,suis,public,be_related_with
4895,4926,qbd,sepsis,be_related_with
4896,4927,swab,covid-19,transmit
4899,4931,world health organization,covid-19,transmit
4901,4933,hrv infection,ileum,be_in
4905,4937,palivizumab,disease,be_related_with
4907,4939,world health organization,public health emergency,be_related_with
4908,4940,neonate,unwell,be_related_with
4911,4943,others,adenovirus,transmit
4914,4946,mutation,ide,be_in
4917,4949,disease,mainland china,be_in
4920,4952,coronavirus genus,sars-cov,transmit
4923,4955,sirnas,influenza infection,be_related_with
4930,4962,gyeongju,south korea,be_in
4932,4964,serum,mouse,transmit
4935,4967,protein,hivd,be_related_with
