,Unnamed: 0.1,subject,object,new_relation
3511,3534,study,body,gene_gene
3517,3540,compound,alcohol,drug_drug
3523,3546,hhv7,blood,disease_disease
3525,3548,medium,chloroquine,drug_drug
3543,3566,vaccine,infection,disease_disease
3551,3574,human cd200 splice variant,tissue,gene_disease
3554,3577,ibv strain,nephritis,disease_disease
3560,3583,protein,virus,gene_disease
3561,3584,data,child,species_species
3573,3596,symptom,throat,disease_disease
3575,3598,insight,public health,disease_disease
3581,3605,motif,alanine,drug_drug
3582,3606,medium,human β2-microglobulin,gene_gene
3585,3609,cps,virulence factor,gene_gene
3607,3631,onset,cognitive impairment,disease_disease
3612,3636,paulo,oncology,disease_disease
3618,3642,sensitivity,high,disease_disease
3619,3643,residue,critical,disease_disease
3621,3645,osterhaus,body,gene_gene
3624,3648,macrophage,tissue,gene_disease
3626,3650,influenza virus,airway,gene_gene
3629,3653,cleavage,antibody,gene_gene
3633,3657,pneumococcus,pneumonia,disease_disease
3637,3661,specimen,human gapdh,gene_gene
3640,3664,farm,diarrhoea,disease_disease
3641,3665,hyperoxia,oxygen,drug_drug
3650,3674,control,pandemic influenza,disease_disease
3651,3675,tryptophan,protein,gene_gene
3654,3678,virus,bat,species_species
3669,3693,foot,contagious disease,disease_disease
3679,3703,protein,viral envelope,gene_gene
3681,3705,salmonella infection,protein,gene_gene
3686,3710,phase 2,public health,disease_disease
3688,3712,mannan,mannose,drug_drug
3692,3716,general practitioner,vaccine,disease_disease
3695,3719,time,respiratory pathogen,disease_disease
3698,3722,serum,mouse,species_species
3700,3724,covs,virus,gene_disease
3701,3725,assay,rna,gene_gene
3716,3740,serum,liver,disease_disease
3725,3749,symptom,chicken,species_species
3726,3750,discovery,coronavirus,species_disease
3730,3754,cell,trypsin,gene_gene
3733,3757,case,acute encephalitis,disease_disease
3734,3758,hcmv,protein,gene_gene
3735,3759,category,pyrexia,disease_disease
3746,3770,infection,herpes encephalitis,disease_disease
3747,3771,lipid membrane,host,gene_gene
3761,3785,palivizumab,infectious disease,disease_disease
3770,3794,infection,mouse,species_species
3777,3801,australia,respiratory,species_disease
3782,3806,spk,patient,species_species
3785,3809,shenzhen,major,disease_disease
3789,3813,specimen,participant,species_species
3790,3814,swab,rhinovirus,species_disease
3798,3822,rt-pcr,picornavirus,disease_disease
3808,3832,frameshifting,flavivirus,species_disease
3815,3839,cs-b,lower,disease_disease
3816,3840,egcg,protein,gene_gene
3817,3841,symptom,wheezing,disease_disease
3820,3844,distance,transport,gene_gene
3824,3848,matrix,nucleocapsid,gene_gene
3830,3854,mutation,virus,gene_disease
3847,3872,intracellular membrane,cell,gene_gene
3849,3874,interaction,nsp16,gene_gene
3851,3876,cbt,depression,disease_disease
3852,3877,apoptosis,caspase,gene_gene
3857,3882,illness,severe,disease_disease
3870,3895,ae.aegypti,fever,disease_disease
3878,3903,hupbmcs,weight loss,disease_disease
3886,3911,frameshifting,e.coli,species_species
3889,3914,a/h1n1/2009,infection,disease_disease
3896,3921,bat,virus,gene_disease
3897,3922,protein,antibody,gene_gene
3904,3929,specimen,human gapdh,gene_gene
3912,3938,sensitivity,lower,disease_disease
3913,3939,data,patient,species_species
3917,3943,cps,major,disease_disease
3921,3947,interferon,protein,gene_gene
3924,3950,middle east respiratory syndrome coronavirus,severe acute respiratory syndrome,disease_disease
3939,3965,niv,patient,species_species
3953,3979,cps,major,disease_disease
3954,3980,titi monkey,tissue,gene_disease
3957,3984,bat,virus,gene_disease
3964,3991,mrna,arenavirus,species_disease
3970,3997,proton,imidazole,drug_drug
3974,4001,trp,membrane protein,gene_gene
3979,4006,mouse,tissue,gene_disease
3987,4014,gwas,infectious disease,disease_disease
3998,4025,ppa,lower,disease_disease
4002,4029,discovery,virus,gene_disease
4008,4035,bat,virus,gene_disease
4009,4036,world health organization,respiratory illness,disease_disease
4038,4065,egr1,tissue,gene_disease
4043,4070,qol,severe sepsis,disease_disease
4052,4079,pd-l1,sepsis,disease_disease
4053,4080,yopd,protein,gene_gene
4057,4084,covid-19 survivor,psychological distress,disease_disease
4066,4093,infection,influenza virus,species_disease
4070,4097,hme-f,ventilator,disease_disease
4076,4103,google flu trend,public health,disease_disease
4095,4122,cell,antigen,gene_gene
4104,4131,mrna,protein,gene_gene
4127,4154,antiviral,infection,disease_disease
4134,4161,hupbmcs,weight loss,disease_disease
4135,4162,protein,antibody,gene_gene
4136,4163,others,adenovirus,species_disease
4152,4179,plasmid,protein,gene_gene
4154,4181,virus,civet,gene_drug
4155,4182,covid-19,tissue,gene_disease
4157,4184,paramyxo,fusion,gene_gene
4164,4191,serum,antibody,gene_gene
4169,4196,lung,child,species_species
4170,4197,sirnas,influenza infection,disease_disease
4173,4200,time,yeast,species_species
4180,4207,using,asthma,disease_disease
4199,4226,imv,core,gene_gene
4200,4227,tissue,formalin,drug_drug
4204,4231,cov-19,oedema,disease_disease
4210,4237,blood,mouse,species_species
4211,4238,foot,contagious,disease_disease
4214,4241,age,infection,disease_disease
4218,4245,c4bp,complement,gene_gene
4220,4247,lassa fever,guinea,species_species
4221,4248,australia,virus,gene_disease
4234,4261,analysis,virus,gene_disease
4239,4266,onset,patient,species_species
4246,4273,outbreak,infection,disease_disease
4247,4274,sample,patient,species_species
4249,4276,prevalence,child,species_species
4252,4279,covs,protein,gene_gene
4253,4280,palivizumab,infectious disease,disease_disease
4258,4285,elimination,patient,species_species
4262,4289,symptom,edema,disease_disease
4265,4292,duodenum,tissue,gene_disease
4268,4295,plasmid,ubiquitin,gene_gene
4271,4298,pcr,virus,gene_disease
4274,4301,synthesis,rna,gene_gene
4281,4308,debris,interstitial pneumonitis,disease_disease
4283,4310,centre,body,gene_gene
4285,4312,cleavage,protein,gene_gene
4295,4322,well,antibody,gene_gene
4300,4327,aht,child,species_species
4303,4330,filovirus,fever,disease_disease
4309,4336,andrewes,influenza virus,species_disease
4314,4341,model,epidemic,disease_disease
4315,4342,hcmv,protein,gene_gene
4325,4353,antibiotic therapy,pneumonia,disease_disease
4333,4361,air exchange,influenza,species_disease
4338,4366,h1n1 strain,h1n1,gene_gene
4346,4374,medium,β2-microglobulin,gene_gene
4353,4381,physician,patient,species_species
4354,4382,diga ab,protein,gene_gene
4355,4383,il-1,tissue,gene_disease
4356,4384,balb/c mouse,infection,disease_disease
4357,4385,protein,antibody,gene_gene
4375,4403,niv,patient,species_species
4376,4404,human nlr family,protein,gene_gene
4399,4427,infection,mouse,species_species
4401,4429,carrageenan,sulphated,drug_drug
4410,4438,protein,fusion protein,gene_gene
4416,4444,ribosome,pseudoknot,gene_gene
4429,4457,imv,core,gene_gene
4437,4465,gel,methanol,drug_drug
4441,4469,efgp,protein,gene_gene
4466,4494,cs-b,rna,gene_gene
4481,4509,serum,antibody,gene_gene
4484,4512,enterovirus,small,gene_gene
4486,4514,vitamin k3,inflammation,disease_disease
4492,4520,bacterial protein hfq,protein,gene_gene
4497,4525,nature,bat,species_species
4500,4528,mers-cov rbd,imidazole,drug_drug
4509,4537,ifvs,infection,disease_disease
4513,4541,introduction,infection,disease_disease
4515,4543,lymphosarcoma,cat,species_disease
4517,4545,acacca,virus,gene_disease
4526,4554,chen et al.,woman,species_species
4529,4557,protein,antibody,gene_gene
4531,4559,prevalence,child,species_species
4536,4564,united state,community,disease_disease
4537,4565,rabies virus,bat,species_species
4541,4569,gene,protein,gene_gene
4544,4572,fusion,protein,gene_gene
4550,4578,spread,plague,disease_disease
4555,4583,cell,paraformaldehyde,drug_drug
4557,4585,complement,inflammation,disease_disease
4558,4586,2004,formaldehyde,drug_drug
4564,4592,frequency,mouse,species_species
4578,4606,covs,cold,disease_disease
4582,4610,ubv-cc4,immune suppression,disease_disease
4588,4616,membrane fusion,cell,gene_gene
4601,4629,tcov,virus,gene_disease
4609,4637,infection,fever,disease_disease
4623,4651,oti,cough,disease_disease
4624,4652,swab,rhinovirus,species_disease
4625,4653,clostridium,colitis,disease_disease
4631,4659,chol,chloroform,drug_drug
4639,4667,antibody,galactocerebroside,drug_drug
4652,4680,acetylation,p53,gene_gene
4653,4681,well,horseradish peroxidase,gene_gene
4655,4683,formula,glutamine,drug_drug
4659,4687,paediatrician,child,species_species
4662,4690,using,asthma,disease_disease
4668,4696,peptide,peptide,gene_drug
4680,4708,cvb,autoimmunity,disease_disease
4683,4711,middle east respiratory syndrome coronavirus,severe acute respiratory syndrome,disease_disease
4684,4712,symptom,rhinorrhea,disease_disease
4691,4719,fwc,woman,species_species
4697,4725,canada,human respiratory virus,species_species
4704,4732,neutrophil,cat,species_disease
4715,4744,residue,arginine,drug_drug
4718,4747,symptom,infection,disease_disease
4725,4754,palivizumab,antibody,gene_gene
4726,4755,sample,virus,gene_disease
4739,4768,sample,virus,gene_disease
4744,4773,cov m,cys,gene_drug
4747,4776,caution,diabetic,disease_disease
4757,4786,symptom,hypoxia,disease_disease
4769,4799,qbd,sepsis,disease_disease
4770,4800,protein,virus,gene_disease
4801,4831,covs,bat,species_species
4802,4832,protein,rabbit,species_species
4806,4836,recognition,bat,species_species
4808,4838,b. bronchiseptica,infection,disease_disease
4811,4841,covs,methyltransferase,gene_gene
4815,4845,trypanosomiasis,vector-borne disease,disease_disease
4821,4851,rt-pcr/esi-ms,adenovirus,species_disease
4830,4860,eau,patient,species_species
4838,4868,cell,protein,gene_gene
4843,4873,zikv,febrile illness,disease_disease
4853,4884,q16,critical,disease_disease
4855,4886,car,tissue,gene_disease
4869,4900,membrane,hepatitis virus infection,disease_disease
4870,4901,hematuria,febrile,disease_disease
4876,4907,maldi-tof m technology,virus,gene_disease
4878,4909,first group,formalin,drug_drug
4879,4910,qbd,patient,species_species
4880,4911,protein,antibody,gene_gene
4881,4912,qbd,patient,species_species
4883,4914,compound,seasonal influenza,disease_disease
4886,4917,suis,public,disease_disease
4888,4919,infection,human,species_gene
4890,4921,organ,formalin,drug_drug
4895,4926,qbd,sepsis,disease_disease
4908,4940,neonate,unwell,disease_disease
4909,4941,covs,virus,gene_disease
4911,4943,others,adenovirus,species_disease
4923,4955,sirnas,influenza infection,disease_disease
4932,4964,serum,mouse,species_species
4937,4969,membrane,anti-ß-actin antibody,gene_gene
4940,4972,baculovirus,protein,gene_gene
4942,4974,interferon,protein,gene_gene
4945,4977,protein,chicken,species_species
4953,4985,newborn,respiratory distress syndrome,disease_disease
4958,4990,avian influenza inflection,turkey,species_species
4960,4992,astroviruses,rna,gene_gene
4963,4995,analgesia,arterial hypertension,disease_disease
4968,5000,radiograph,pleural effusion,disease_disease
4972,5005,lbf,child,species_species
4981,5014,sirnas,infection,disease_disease
4982,5015,h1n1 virus,oseltamivir,drug_drug
4983,5016,plt/plt mouse,infection,disease_disease
5006,5039,genome,rna,gene_gene
5015,5048,catalyst pharmacophore,acetylcholine esterase,gene_gene
5019,5052,recognition,chickenpox,species_disease
5021,5054,infection,influenza,species_disease
5023,5056,filovirus,hemorrhagic fever,disease_disease
5025,5058,cov-19,pleurisy,disease_disease
5026,5059,data,child,species_species
5034,5067,virus,bat,species_species
5041,5074,ibegbu et al.,macaque,species_species
5043,5076,protein,envelope,gene_gene
5055,5088,symptom,person,species_species
5056,5089,frequency,mouse,species_species
5059,5092,sirnas,small,gene_gene
5075,5108,symptom,malaria,disease_disease
5078,5111,signaling,2009,disease_disease
5080,5113,influenza rna,patient,species_species
5084,5117,membrane,virus,gene_disease
5087,5120,marylation,nsp3,gene_gene
5096,5129,camostat,mouse,species_species
5098,5131,microarrays,pattern,gene_gene
5101,5134,acetylation,p53,gene_gene
5104,5137,residue,antibody,gene_gene
5108,5141,pcr,virus,gene_disease
5110,5143,data,mouse,species_species
5111,5144,distance,transport,gene_gene
5121,5154,symptom,nausea,disease_disease
5123,5156,eau,patient,species_species
5124,5157,influenza rna,patient,species_species
5125,5158,epitope,antibody,gene_gene
5137,5170,disease,bat,species_species
5146,5179,polymorphism,advanced liver fibrosis,disease_disease
5157,5190,virus,injury,disease_disease
5169,5202,camel,host,gene_gene
5172,5205,virus,bat,species_species
5173,5206,study,body,gene_gene
5180,5213,gp3,protein,gene_gene
5181,5214,symptom,acute fever,disease_disease
5183,5216,canada,respiratory,species_disease
5184,5217,tl1/cl,patient,species_species
5192,5226,frequency,woman,species_species
5196,5230,chest ct,man,species_species
5208,5242,none,coronavirus,species_disease
5210,5244,motif,receptor,gene_gene
5226,5260,virus,protein,gene_gene
5233,5267,rt-pcr,h1n1,gene_gene
5236,5270,reproductive number,lower,disease_disease
5238,5272,compound,influenza,species_disease
5244,5278,blot,antibody,gene_gene
5246,5280,inflection,mosquito,species_species
5259,5293,gp5,virus,gene_disease
5262,5296,modeling,pattern,gene_gene
5263,5297,codon,amino acid,drug_drug
5264,5298,sindh,transport,gene_gene
5271,5305,evlwi,bacterial sepsis,disease_disease
5273,5307,rotavirus,infant,species_species
5275,5309,mpa1,tissue,gene_disease
5281,5315,model,duck,species_species
5286,5320,covid-19 survivor,infection,disease_disease
5290,5324,time,high,disease_disease
5293,5327,panleukopenia,parvovirus,species_species
5296,5330,mannan,mannose,drug_drug
5307,5341,type,bat,species_species
5315,5349,length,patient,species_species
5323,5357,model,patient,species_species
5326,5360,data,liver transplant,disease_disease
5329,5363,ramshaw,infertility,disease_disease
5341,5375,h1n1 strain,h1n1,gene_gene
5356,5390,china,infectious disease,disease_disease
5360,5394,chimera,ectodomain,gene_gene
5367,5401,hyperferritinemia,thrombocytopenia,disease_disease
5369,5403,canada,human,species_gene
5370,5404,fev 1,asthma,disease_disease
5371,5405,rebov,human,species_gene
5377,5411,ramshaw,infertility,disease_disease
5385,5419,illness,acid,drug_drug
5400,5434,ld50,mouse,species_species
5410,5444,protein,envelope,gene_gene
5411,5445,lung,child,species_species
5418,5452,rdv-tp,rna,gene_gene
5419,5453,qbd,fever,disease_disease
5427,5461,symptom,virus,gene_disease
5431,5465,time,respiratory pathogen,disease_disease
5433,5467,oti,cough,disease_disease
5434,5468,cd10,glycoprotein,gene_gene
5437,5471,inflection,mosquito,species_species
5445,5479,group,woman,species_species
5458,5492,middle east respiratory syndrome coronavirus,respiratory syndrome,disease_disease
5467,5501,rj.my135q.llo190-infected balb/c mouse,encephalitis,disease_disease
5468,5502,vietnam,turkey,species_species
5473,5507,data,patient,species_species
5489,5523,research,virus,gene_disease
5496,5530,pcr,rna,gene_gene
5508,5543,orf 7,protein,gene_gene
5517,5552,ibegbu et al.,macaque,species_species
5518,5553,illness,coronavirus,species_disease
5527,5562,shenzhen,major,disease_disease
5531,5566,brain,ethanol,drug_drug
5532,5567,report,human,species_gene
5545,5580,caveolins,membrane protein,gene_gene
5548,5583,rnp,rna,gene_gene
5551,5586,sensitivity,infection,disease_disease
5558,5593,specimen,influenza,species_disease
5561,5596,mrna,rna,gene_gene
5569,5604,pd-l1,pattern,gene_gene
5574,5609,study,body,gene_gene
5575,5610,neonate,unwell,disease_disease
5578,5613,infection,viraemia,disease_disease
5579,5614,complication,antibody,gene_gene
5585,5620,control,inflammation,disease_disease
5593,5628,medium,β2-microglobulin,gene_gene
5594,5629,genus,virus,gene_disease
