,subject,new_relation,object
1055,antigen,gene_gene,antibody
1056,viral antigen,gene_gene,mouse hepatitis virus nucleocapsid protein
1057,antigen,gene_drug,monoclonal antibody
1059,viral nucleocapsid antigen,gene_gene,antibody
1060,cd40,gene_gene,traf3
1061,tnfα,gene_gene,type i interferon
1062,traf6,gene_gene,polyubiquitin chain
1063,traf6,gene_gene,traf3
1064,trif,gene_gene,traf6
1066,traf3,gene_gene,class
1067,traf3,gene_gene,traf3
1068,traf3,gene_gene,myd88
1070,traf3,gene_gene,tbk1
1071,traf3,gene_gene,trif
1072,protein,gene_gene,asc
1073,dap,gene_gene,traf3
1075,nod2,gene_treat_procedure,detection
1078,lgp2,gene_gene,mda5
1079,lgp2,gene_disease,rna
1080,mda5,gene_disease,virus
1081,mavs,gene_gene,card domain
1082,traf3,gene_gene,irf3
1086,traf6,gene_gene,traf6
1087,p300,gene_gene,gene
1088,traf6,gene_gene,receptor
1089,traf3,gene_gene,t cell receptor
1090,traf6,gene_treat_procedure,induction
1091,tbk1,gene_gene,traf3
1093,cyld,gene_gene,polyubiquitin chain
1096,virus,disease_gene,pro
1098,hepatitis b virus,disease_drug,hbx
1100,infection,disease_species,listeria monocytogenes
1101,atherosclerosis,disease_disease,atherosclerosis
1103,traf3,gene_disease,tumor
1105,encephalitis,disease_gene,traf3
1108,type,disease_treat_procedure,detected
1109,ops,disease_disease,infection
1110,np,disease_disease,infection
1111,nw,disease_disease,infection
1112,np,disease_disease,adenovirus
1113,np,disease_disease,nw
1131,detection,treat_procedure_drug,ci
1132,nw,disease_drug,ci
1133,influenza virus infection,disease_gene,damage
1134,influenza virus infection,disease_disease,alveolar damage
1135,influenza virus infection,disease_disease,diffuse alveolar damage
1136,administration,treat_procedure_disease,h1n1 infection
1137,administration,treat_procedure_disease,influenza
1138,oral administration,treat_procedure_disease,infection
1140,administration,treat_procedure_disease,infection
1141,oral administration,treat_procedure_disease,influenza
1142,administration,treat_procedure_disease,lung
1144,stabilization,treat_procedure_disease,h5n1 viral infection
1145,stabilization,treat_procedure_disease,h5n1 infection
1146,stabilization,treat_procedure_disease,lung
1147,administration,treat_procedure_treat_procedure,infiltration
1148,rna,disease_gene,dnase i
1150,influenza virus,disease_gene,oc43
1151,influenza virus,disease_disease,influenza b virus
1165,influenza b virus,disease_disease,virus
1166,change,treat_procedure_disease,ct
1168,hrp,gene_treat_procedure,detected
1169,dpi,gene_species,hamster
1171,polymerase,gene_treat_procedure,presence
1172,loop,gene_gene,base
1173,terminal loop,gene_gene,base
1180,s3,gene_disease,critical
1181,n gene,gene_disease,rna
1183,rna,disease_drug,monolayers
1184,infection,disease_disease,tbev
1185,ct,disease_treat_procedure,expression
1186,ct,disease_disease,ct
1187,presence,treat_procedure_disease,infection
1189,tbev,disease_gene,cxcl13
1190,same,disease_species,patient
1193,influenza h5n1,disease_species,human
1194,influenza h5n1,disease_disease,transmissible
1195,influenza a,disease_disease,h5n1
1196,avian influenza a,disease_disease,h5n1
1197,rest,gene_disease,cap
1198,psi,gene_species,patient
1199,hrv,disease_disease,virus
1200,hrv,disease_disease,pneumonia
1201,hrv,disease_species,child
1202,hrv,disease_species,patient
1203,infection,disease_disease,bacterial infection
1204,infection,disease_disease,infection
1205,viral infection,disease_disease,bacterial infection
1206,infection,disease_disease,secondary infection
1207,viral infection,disease_disease,secondary infection
1212,viral infection,disease_disease,infection
1220,major capsid protein,gene_gene,protein
1221,capsid protein,gene_gene,protein
1224,noroviruses,disease_disease,virus
1225,pmos,drug_drug,peptide
1226,virus,disease_drug,ppmo
1227,rna,disease_gene,t7 polymerase
1228,viral infection,disease_gene,ifn
1229,infection,disease_gene,ifn
1232,ifns,gene_species,mouse
1234,mouse,gene_gene,pseudogene
1235,expression,treat_procedure_treat_procedure,detected
1236,poliovirus receptor,gene_gene,type i ifn receptor
1238,picornavirus,disease_gene,protein
1241,obesity,disease_disease,respiratory disease
1242,obesity,disease_disease,disease
1243,ph1n1,disease_gene,hong kong
1244,infection,disease_gene,plasma
1247,virus,disease_disease,pandemic
1248,virus,disease_species,human pandemic
1249,respiratory virus,disease_disease,fever
1251,virus,disease_disease,fever
1255,myeloid leukemia,disease_disease,myeloma
1256,myeloid leukemia,disease_disease,multiple myeloma
1257,leukemia,disease_disease,multiple myeloma
1258,leukemia,disease_disease,myeloma
1259,rv,disease_disease,virus
1260,hdl,gene_species,patient
1261,ldl,gene_species,patient
1262,tc,disease_species,patient
1263,virus,disease_disease,coronavirus
1265,pleural thickening,disease_species,patient
1267,virus,disease_drug,li
1269,drug,drug_disease,virus
1270,coronavirus,disease_species,people
1271,pneumonia,disease_species,patient
1272,fatigue,disease_disease,sars cov
1273,throat,disease_disease,sars cov
1274,dry cough,disease_disease,sars cov
1275,sore throat,disease_disease,sars cov
1276,cough,disease_disease,sars cov
1277,diarrhea,disease_disease,sars cov
1279,nucleocapsid protein,gene_treat_procedure,detected
1281,monoclonal antibody,drug_gene,antibody
1282,cxc chemokines,gene_treat_procedure,detected
1283,cftr,disease_gene,cell surface
1285,folding,treat_procedure_disease,er
1286,ab,gene_gene,horseradish peroxidase
1287,bfa,drug_disease,er
1288,bfa,drug_disease,cftr
1289,dominant negative k48rub,gene_gene,t70 cftr
1290,caveolae,gene_disease,virus
1291,infection,disease_disease,vsv
1292,infection,disease_disease,virus
1297,16,gene_species,hiv 1
1298,nucleotide,drug_gene,base
1299,aim,gene_gene,gene
1300,h5n1,disease_disease,2009
1301,ng,disease_disease,hiv
1303,virus,disease_disease,human disease
1306,disease,disease_disease,2009
1307,sea,gene_gene,gene
1308,filtration,treat_procedure_gene,genetic material
1309,syphilis,disease_disease,disease
1311,illness,symptom_treat_procedure,detected
1314,disease,disease_disease,epidemic
1316,plan,disease_treat_procedure,revised
1317,infection,disease_species,human
1318,infection,disease_disease,pandemic
1320,virus,disease_disease,influenza
1324,virus,disease_disease,high
1325,virus,disease_disease,respiratory disease
1326,presence,treat_procedure_treat_procedure,vaccination
1328,infection,disease_disease,influenza
1329,influenza virus,disease_species,pig
1330,swine influenza virus,disease_disease,co-infection
1331,virus,disease_species,swine
1332,detection,treat_procedure_species,pig
1333,plan,disease_disease,emerging disease
1334,plan,disease_disease,emerging infectious disease
1335,plan,disease_disease,infectious disease
1336,plan,disease_disease,disease
1337,disease,disease_disease,syndrome
1338,disease,disease_disease,severe acute respiratory syndrome
1339,disease,disease_disease,respiratory syndrome
1340,disease,disease_disease,acute respiratory syndrome
1341,disease,disease_disease,sars
1342,nipah virus,disease_disease,hendra virus
1343,nipah virus,disease_disease,paramyxovirus
1350,bunyavirus,disease_species,patient
1351,bunyavirus,disease_species,man
1352,swine flu,disease_disease,2009
1354,tuberculosis,disease_gene,held
1355,meningitis,disease_disease,infection
1356,meningitis,disease_disease,meninges
1357,norovirus,disease_disease,seasonal
1358,norovirus,disease_disease,disease
1359,vomiting,disease_disease,contagious
1360,virus,disease_disease,vomiting
1361,vomiting,disease_disease,diarrhoea
1363,influenza,disease_disease,viral
1364,influenza,disease_disease,viral infection
1365,virus,disease_species,person
1369,h1n1,disease_disease,pandemic
1371,nsp16,gene_disease,coronaviruses
1372,3clpro,gene_gene,rdrp
1373,arteriviruses,disease_disease,nidoviruses
1375,nidoviruses,disease_species,specie
1376,protein,gene_disease,cftr
1378,arteriviruses,disease_disease,disease
1380,ub,gene_gene,isg15
1385,expression,treat_procedure_gene,isg15
1387,otu domain,gene_gene,isg15
1389,virus,disease_gene,otu domain
1390,expression,treat_procedure_disease,sindbis virus infection
1391,virus,disease_gene,isg15
1392,expression,treat_procedure_species,mouse
1393,isg15,gene_gene,otu domain
1397,isg15,gene_gene,protein
1398,isg15,gene_gene,antiviral
1399,pneumonic plague,disease_treat_procedure,treatment
1402,plague,disease_treat_procedure,treatment
1405,orf1b,gene_disease,coronaviruses
1406,infection,disease_disease,major
1407,hcv,disease_gene,hepatocytes
1408,core protein,gene_disease,ld
1410,antibody,gene_gene,membrane
1413,combination therapy,treat_procedure_treat_procedure,treatment
1414,hcv,disease_gene,membrane structure
1415,therapy,treat_procedure_disease,major
1416,circoviruses,disease_disease,virus
1417,sv40,gene_disease,polyomavirus
1418,virus,disease_species,patient
1420,upper respiratory tract infection,disease_species,human
1421,hcov nl63,gene_disease,tract infection
1422,hcov nl63,gene_disease,upper respiratory tract infection
1423,hcov nl63,gene_disease,respiratory tract infection
1424,ammonia,drug_treat_procedure,detected
1425,plaque,disease_gene,hcov nl63
1426,kidney transplantation,disease_disease,cmv
1427,cpe,disease_disease,virus
1428,hcov nl63,gene_disease,infection
1429,hcov nl63,gene_disease,systemic infection
1432,virus,disease_disease,primate
1434,tpck trypsin,gene_treat_procedure,isolation
1435,hcov nl63,gene_treat_procedure,detected
1437,ncds,disease_disease,tobacco
1438,plague,disease_gene,tied
1439,delivery,treat_procedure_disease,th1
1440,delivery,treat_procedure_gene,serum
1441,serum,gene_gene,igg
1443,influenza,disease_gene,12
1444,induction,treat_procedure_gene,serum
1445,administration,treat_procedure_species,escherichia coli
1446,administration,treat_procedure_species,mouse
1447,encephalitis,disease_disease,infection
1448,hsv,disease_gene,csf
1449,empyema,disease_disease,spinal epidural abscess
1450,subdural empyema,disease_disease,spinal epidural abscess
1451,empyema,disease_disease,epidural abscess
1452,subdural empyema,disease_disease,epidural abscess
1453,subdural empyema,disease_disease,abscess
1454,empyema,disease_disease,abscess
1455,condition,disease_species,patient
1458,virus,disease_disease,pharyngitis
1459,infection,disease_species,specie
1462,disease,disease_disease,severe
1463,cytomegalovirus,disease_disease,secondary peritonitis
1464,cytomegalovirus,disease_disease,peritonitis
1465,dfa,disease_gene,best
1466,dfa,disease_treat_procedure,detection
1467,inflammatory disease,disease_disease,disorder
1468,disease,disease_disease,disorder
1469,infection,disease_species,patient
1472,application,treat_procedure_disease,blood
1474,infection,disease_disease,tickborne disease
1476,fever,disease_disease,human ehrlichiosis
1477,fever,disease_disease,anaplasmosis
1478,fever,disease_disease,monocytotropic ehrlichiosis
1479,fever,disease_disease,human anaplasmosis
1480,fever,disease_disease,ehrlichiosis
1481,ebv,disease_species,patient
1482,ebv,disease_disease,disease
1484,presence,treat_procedure_disease,vzv
1486,type 1,gene_disease,encephalitis
1488,type,disease_disease,encephalitis
1491,roseola infantum,disease_species,child
1493,hemorrhagic cystitis,disease_gene,plasma
1494,jc virus,disease_disease,leukoencephalopathy
1497,presence,treat_procedure_gene,serum
1498,enterovirus,disease_treat_procedure,antiviral therapy
1499,enterovirus,disease_treat_procedure,therapy
1500,presence,treat_procedure_gene,plasma
1501,infection,disease_disease,west nile virus
1502,csf,gene_gene,base
1503,malaria,disease_disease,infection
1504,presence,treat_procedure_species,t. cruzi
1505,infection,disease_disease,avian influenza virus
1507,antibody,gene_disease,lower
1508,tbid,gene_treat_procedure,release
1509,tbid,gene_gene,caspase 9
1510,membrane,gene_gene,antibody
1512,pams,gene_disease,prrsv
1513,prrsv infection,disease_gene,pams
1515,pams,gene_disease,hp
1516,nsp4,gene_treat_procedure,release
1518,fcov,disease_disease,rna virus
1519,serotypes,disease_gene,host
1521,fipv,disease_species,animal
1523,infection,disease_disease,type ii fcov
1524,rlr family,gene_gene,rig
1527,mda5,gene_gene,dsrna
1528,mavs,gene_gene,rig
1529,rv infection,disease_gene,rig
1530,phosphatase,gene_drug,phosphate
1531,phosphatase,gene_drug,ntps
1532,dsrna,gene_treat_procedure,detected
1533,dsrna,gene_gene,cytoplasm
1534,dsrna,gene_disease,infection
1538,set,gene_treat_procedure,presence
1539,presence,treat_procedure_gene,ssrna
1542,virus,disease_gene,cytoplasm
1546,nsp1,gene_gene,rig
1547,rv infection,disease_gene,pamps
1548,rna,disease_gene,ice
1549,virus,disease_disease,pneumonia
1550,detected,treat_procedure_treat_procedure,detected
1552,forward primer,gene_gene,reverse primer
1553,fusion,gene_disease,infection
1554,step,gene_disease,coronaviruses
1557,fusion,gene_gene,step
1558,step,gene_gene,step
1561,ili,disease_disease,ili
1563,disease,disease_gene,hong kong
1564,disease,disease_gene,end
1567,virus,disease_gene,host
1568,virus,disease_treat_procedure,inoculation
1569,pi,gene_disease,virus
1570,antibody,gene_gene,anti-mouse
1571,antibody,gene_gene,igg
1572,antibody,gene_gene,anti-mouse igg
1573,np,disease_gene,transgene
1574,mo,gene_disease,lcmv
1575,infiltration,treat_procedure_disease,infection
1576,lymphocytic infiltration,disease_disease,infection
1577,expression,treat_procedure_gene,pattern
1578,pattern,gene_disease,cns
1579,infection,disease_disease,lcmv
1581,chronic disease,disease_disease,virus
1582,disease,disease_species,mouse
1583,inflammatory disease,disease_species,mouse
1584,inflammatory disease,disease_disease,virus
1585,chronic inflammatory disease,disease_species,mouse
1586,disease,disease_disease,virus
1587,chronic disease,disease_species,mouse
1588,chronic inflammatory disease,disease_disease,virus
1589,influenza,disease_disease,herpes simplex
1591,disease,disease_disease,enhanced
1593,rat insulin promoter,gene_treat_procedure,expression
1594,virus,disease_disease,same
1595,finding,symptom_disease,opportunistic infection
1596,finding,symptom_disease,infection
1597,finding,symptom_disease,opportunistic bacterial infection
1598,finding,symptom_disease,bacterial infection
1603,change,treat_procedure_treat_procedure,infiltration
1604,pulmonary lesion,disease_disease,consolidation
1605,damage,gene_treat_procedure,lymphocyte depletion
1606,alveolar damage,disease_treat_procedure,lymphocyte depletion
1607,diffuse alveolar damage,disease_treat_procedure,lymphocyte depletion
1608,illness,symptom_disease,weight loss
1609,treatment,treat_procedure_gene,cell type
1610,virus,disease_gene,gfp
1611,immunosuppression,disease_gene,white blood cell
1612,immunosuppression,disease_gene,blood cell
1613,treatment,treat_procedure_disease,respiratory symptom
1614,regression,disease_gene,set
1615,hae,gene_disease,influenza virus
1616,matrix,treat_procedure_gene,set
1617,s2,gene_gene,set
1618,nad,drug_gene,held
1619,rna,disease_disease,2009
1620,manganese,drug_disease,2009
1621,base,gene_gene,loop
1622,rna,disease_treat_procedure,inoculation
1624,rna,disease_gene,vp1
1625,protein,gene_gene,cell
1626,viral rna polymerase,gene_disease,stretch
1627,rna polymerase,gene_disease,stretch
1634,coronaviruses,disease_gene,ii
